ID,Name,Age,Salary,Department,Years_of_Experience,Performance_Score
91797,Person_91797,45,131851,Sales,2,1.26
91798,Person_91798,53,91709,Finance,4,3.42
91799,Person_91799,19,34504,HR,0,2.09
91800,Person_91800,63,120860,Marketing,1,3.65
91801,Person_91801,37,108028,Sales,12,4.29
91802,Person_91802,57,94251,Finance,36,3.99
91803,Person_91803,67,101378,Marketing,31,1.21
91804,Person_91804,53,135282,IT,7,1.16
91805,Person_91805,25,20437,IT,10,1.13
91806,Person_91806,56,37965,HR,11,2.62
91807,Person_91807,42,80612,Sales,3,3.4
91808,Person_91808,32,102763,IT,23,1.81
91809,Person_91809,47,111973,Marketing,5,3.79
91810,Person_91810,64,52260,Finance,32,3.92
91811,Person_91811,51,143479,IT,19,2.15
91812,Person_91812,21,34440,HR,10,2.25
91813,Person_91813,74,99505,Finance,28,2.73
91814,Person_91814,39,44728,Sales,17,3.0
91815,Person_91815,42,75993,Marketing,15,2.03
91816,Person_91816,26,110875,Finance,10,4.95
91817,Person_91817,40,20695,IT,4,1.26
91818,Person_91818,79,140347,Marketing,35,3.13
91819,Person_91819,56,118736,Sales,19,1.41
91820,Person_91820,73,38647,Marketing,4,3.13
91821,Person_91821,67,37750,Finance,24,4.04
91822,Person_91822,75,21088,Sales,22,1.56
91823,Person_91823,29,57069,IT,36,4.97
91824,Person_91824,31,65138,Marketing,2,2.75
91825,Person_91825,24,131909,Sales,35,1.32
91826,Person_91826,48,136832,Sales,0,1.36
91827,Person_91827,23,107140,HR,19,4.18
91828,Person_91828,40,49381,Marketing,21,1.73
91829,Person_91829,71,87873,Sales,11,1.45
91830,Person_91830,76,70070,Sales,5,2.42
91831,Person_91831,36,117526,Marketing,0,4.35
91832,Person_91832,38,140666,Finance,13,1.82
91833,Person_91833,36,30381,HR,34,4.84
91834,Person_91834,71,136949,IT,29,4.13
91835,Person_91835,64,94533,Sales,9,4.8
91836,Person_91836,36,101997,IT,25,4.05
91837,Person_91837,61,93173,Finance,0,2.46
91838,Person_91838,51,54860,IT,5,4.26
91839,Person_91839,60,34908,HR,33,2.61
91840,Person_91840,30,91560,HR,3,3.31
91841,Person_91841,53,113642,IT,16,3.26
91842,Person_91842,42,83467,Sales,18,3.28
91843,Person_91843,50,84715,Marketing,7,4.09
91844,Person_91844,73,62072,Finance,14,2.06
91845,Person_91845,38,88225,Marketing,30,3.35
91846,Person_91846,51,36904,Sales,32,4.02
91847,Person_91847,63,127441,Marketing,20,1.0
91848,Person_91848,42,59340,Marketing,10,4.75
91849,Person_91849,35,86082,Marketing,11,3.11
91850,Person_91850,60,105883,Marketing,29,3.82
91851,Person_91851,28,60927,Sales,27,2.87
91852,Person_91852,36,46173,Sales,8,2.57
91853,Person_91853,66,115693,Sales,10,3.63
91854,Person_91854,66,109180,HR,14,2.12
91855,Person_91855,51,62936,Sales,18,1.19
91856,Person_91856,19,119282,Marketing,34,2.37
91857,Person_91857,47,145795,Marketing,19,1.65
91858,Person_91858,62,34637,Marketing,29,2.45
91859,Person_91859,55,37348,Sales,9,2.69
91860,Person_91860,32,39536,Marketing,39,1.42
91861,Person_91861,28,140161,HR,23,3.38
91862,Person_91862,41,101898,Finance,21,3.71
91863,Person_91863,77,111093,IT,22,1.1
91864,Person_91864,21,142481,IT,11,4.18
91865,Person_91865,36,79466,IT,6,2.42
91866,Person_91866,46,146365,Finance,39,1.11
91867,Person_91867,31,44881,Marketing,38,3.62
91868,Person_91868,67,113788,Sales,32,1.5
91869,Person_91869,34,52014,Marketing,38,3.17
91870,Person_91870,25,45379,Sales,33,2.62
91871,Person_91871,30,61382,Sales,25,1.93
91872,Person_91872,40,134686,Finance,11,2.08
91873,Person_91873,46,94192,Sales,35,1.96
91874,Person_91874,64,36315,Finance,20,3.42
91875,Person_91875,28,74426,HR,2,2.83
91876,Person_91876,33,23125,HR,27,3.94
91877,Person_91877,67,22049,Finance,5,3.9
91878,Person_91878,61,141925,HR,31,3.51
91879,Person_91879,40,38691,HR,2,1.32
91880,Person_91880,29,68854,Sales,16,2.7
91881,Person_91881,55,85070,Marketing,38,3.3
91882,Person_91882,41,140414,Finance,3,2.81
91883,Person_91883,48,91855,HR,26,3.7
91884,Person_91884,55,123864,Marketing,23,1.9
91885,Person_91885,53,123744,HR,36,4.56
91886,Person_91886,78,23563,IT,14,2.22
91887,Person_91887,79,112345,Finance,37,4.51
91888,Person_91888,73,41621,Marketing,25,2.72
91889,Person_91889,18,100562,Finance,4,3.9
91890,Person_91890,43,97558,IT,16,3.54
91891,Person_91891,34,129870,HR,26,3.95
91892,Person_91892,53,32620,HR,15,1.21
91893,Person_91893,34,21861,IT,23,3.27
91894,Person_91894,54,121025,HR,3,4.82
91895,Person_91895,44,59844,Sales,34,4.56
91896,Person_91896,42,70639,Sales,5,4.03
91897,Person_91897,47,104662,Sales,24,4.63
91898,Person_91898,58,26495,Marketing,23,3.81
91899,Person_91899,42,34635,HR,16,2.26
91900,Person_91900,55,46830,Marketing,8,2.07
91901,Person_91901,49,68243,HR,3,4.0
91902,Person_91902,29,139107,Finance,4,1.9
91903,Person_91903,66,89546,Marketing,14,1.93
91904,Person_91904,75,119147,Finance,12,2.21
91905,Person_91905,38,41897,Marketing,21,3.21
91906,Person_91906,59,111585,Sales,7,3.67
91907,Person_91907,51,85879,Sales,7,1.3
91908,Person_91908,77,88879,Sales,27,2.32
91909,Person_91909,18,42306,IT,22,4.79
91910,Person_91910,30,96023,Finance,28,3.59
91911,Person_91911,70,21063,Finance,10,2.98
91912,Person_91912,38,72688,Sales,7,1.23
91913,Person_91913,18,87822,IT,24,2.02
91914,Person_91914,30,130151,Marketing,1,2.04
91915,Person_91915,48,90492,Marketing,6,4.04
91916,Person_91916,78,118237,Sales,5,2.26
91917,Person_91917,40,25665,Finance,9,3.13
91918,Person_91918,20,22685,HR,25,2.93
91919,Person_91919,28,105673,Sales,18,3.81
91920,Person_91920,46,70142,IT,37,1.85
91921,Person_91921,71,143125,IT,14,2.26
91922,Person_91922,65,139291,Marketing,8,1.05
91923,Person_91923,35,108528,Marketing,15,2.96
91924,Person_91924,79,148771,Sales,31,4.28
91925,Person_91925,42,135646,Marketing,3,4.59
91926,Person_91926,51,113206,HR,37,2.73
91927,Person_91927,35,57002,Sales,0,4.59
91928,Person_91928,66,20534,Marketing,11,3.78
91929,Person_91929,18,23772,Sales,27,3.3
91930,Person_91930,45,70165,Marketing,9,3.29
91931,Person_91931,21,100196,Marketing,24,2.26
91932,Person_91932,72,85971,Sales,13,3.71
91933,Person_91933,69,32774,Finance,2,2.46
91934,Person_91934,38,105308,Finance,5,1.87
91935,Person_91935,23,67071,Sales,8,2.99
91936,Person_91936,38,111396,Finance,20,3.9
91937,Person_91937,54,83718,Sales,2,4.49
91938,Person_91938,47,53808,Marketing,24,2.49
91939,Person_91939,37,110710,Marketing,39,2.55
91940,Person_91940,79,31553,Marketing,6,1.28
91941,Person_91941,58,75389,Sales,22,3.11
91942,Person_91942,49,98298,Finance,17,1.22
91943,Person_91943,70,50176,Marketing,39,4.54
91944,Person_91944,74,37039,Marketing,34,1.03
91945,Person_91945,79,129176,Sales,19,3.44
91946,Person_91946,48,144267,Sales,32,4.1
91947,Person_91947,53,147838,IT,7,1.59
91948,Person_91948,42,66979,Marketing,39,1.83
91949,Person_91949,22,132382,IT,35,3.35
91950,Person_91950,25,78419,Marketing,26,2.92
91951,Person_91951,34,83610,HR,26,2.34
91952,Person_91952,32,148275,HR,10,4.83
91953,Person_91953,37,95183,HR,31,2.05
91954,Person_91954,62,33407,Finance,8,2.26
91955,Person_91955,64,68225,Finance,19,4.19
91956,Person_91956,46,40402,Sales,13,1.45
91957,Person_91957,53,72652,Marketing,25,1.1
91958,Person_91958,67,101778,Marketing,22,1.64
91959,Person_91959,68,82415,Finance,29,4.83
91960,Person_91960,73,37390,Sales,4,1.22
91961,Person_91961,45,128764,Sales,21,3.38
91962,Person_91962,25,130000,HR,7,3.77
91963,Person_91963,31,110855,IT,10,3.71
91964,Person_91964,50,142332,IT,22,2.24
91965,Person_91965,51,43991,Sales,31,2.92
91966,Person_91966,69,125986,HR,1,1.21
91967,Person_91967,76,131145,IT,18,4.98
91968,Person_91968,46,30182,HR,4,2.88
91969,Person_91969,39,143561,Marketing,18,1.07
91970,Person_91970,20,33543,Sales,29,2.82
91971,Person_91971,65,102132,Finance,3,1.43
91972,Person_91972,40,129666,Sales,2,2.6
91973,Person_91973,20,134532,IT,13,3.25
91974,Person_91974,73,48188,Marketing,19,2.24
91975,Person_91975,23,103934,IT,33,1.49
91976,Person_91976,57,149680,IT,21,3.85
91977,Person_91977,40,89994,Finance,11,4.79
91978,Person_91978,29,71156,IT,27,3.22
91979,Person_91979,22,140987,Marketing,3,4.22
91980,Person_91980,22,74843,Sales,35,1.68
91981,Person_91981,20,94966,Sales,22,4.06
91982,Person_91982,21,55806,Marketing,6,1.02
91983,Person_91983,41,113915,Finance,26,4.72
91984,Person_91984,22,118862,IT,0,2.2
91985,Person_91985,78,95132,Marketing,11,3.34
91986,Person_91986,48,129066,Marketing,12,3.65
91987,Person_91987,74,106336,HR,21,4.09
91988,Person_91988,52,83063,Finance,11,4.89
91989,Person_91989,59,78812,IT,33,4.8
91990,Person_91990,36,58860,HR,15,3.66
91991,Person_91991,73,59466,Sales,4,4.7
91992,Person_91992,25,72390,Finance,30,1.02
91993,Person_91993,45,81044,Finance,36,1.42
91994,Person_91994,72,132602,Sales,16,4.75
91995,Person_91995,55,81696,HR,39,1.9
91996,Person_91996,40,33064,Finance,8,3.34
91997,Person_91997,24,98055,Marketing,7,4.07
91998,Person_91998,55,54004,HR,15,4.75
91999,Person_91999,30,134761,IT,39,2.91
92000,Person_92000,62,135592,HR,1,3.83
92001,Person_92001,74,127906,HR,29,2.67
92002,Person_92002,38,38076,IT,37,1.97
92003,Person_92003,54,138613,Sales,10,3.07
92004,Person_92004,23,137989,Marketing,26,3.61
92005,Person_92005,27,44617,Sales,0,2.24
92006,Person_92006,44,112520,Marketing,21,4.8
92007,Person_92007,78,75082,HR,12,3.59
92008,Person_92008,69,124439,Marketing,1,4.46
92009,Person_92009,43,63101,HR,25,2.14
92010,Person_92010,59,55572,Marketing,5,1.8
92011,Person_92011,74,21175,HR,22,1.76
92012,Person_92012,45,23074,Finance,24,4.07
92013,Person_92013,33,43815,HR,8,3.33
92014,Person_92014,67,94796,Finance,36,1.06
92015,Person_92015,76,69817,Finance,2,2.4
92016,Person_92016,45,132494,HR,5,4.75
92017,Person_92017,20,147202,Marketing,35,3.43
92018,Person_92018,74,68102,Sales,19,4.47
92019,Person_92019,18,132381,HR,2,1.16
92020,Person_92020,70,31186,Sales,11,2.55
92021,Person_92021,20,87294,Marketing,33,3.5
92022,Person_92022,47,35926,IT,14,1.72
92023,Person_92023,36,138048,HR,4,1.42
92024,Person_92024,50,22426,Finance,2,4.7
92025,Person_92025,25,84360,Finance,26,4.22
92026,Person_92026,79,114114,Finance,3,1.43
92027,Person_92027,36,45935,Sales,19,1.22
92028,Person_92028,53,50218,Finance,4,1.43
92029,Person_92029,65,108752,Sales,28,2.41
92030,Person_92030,54,42094,IT,28,3.68
92031,Person_92031,22,55096,HR,31,2.65
92032,Person_92032,77,37357,HR,30,1.11
92033,Person_92033,51,86248,Finance,5,1.08
92034,Person_92034,72,46505,Sales,11,1.82
92035,Person_92035,55,104950,Marketing,6,1.75
92036,Person_92036,79,31948,HR,6,1.12
92037,Person_92037,44,63653,HR,21,1.47
92038,Person_92038,56,38587,Finance,26,2.4
92039,Person_92039,64,137516,IT,29,1.13
92040,Person_92040,59,99596,IT,37,4.5
92041,Person_92041,59,81004,Sales,9,2.78
92042,Person_92042,68,95583,Sales,28,4.52
92043,Person_92043,41,59789,IT,5,1.91
92044,Person_92044,65,61585,Sales,15,4.43
92045,Person_92045,48,96701,HR,9,1.69
92046,Person_92046,39,132246,HR,30,2.94
92047,Person_92047,40,120484,Marketing,4,2.38
92048,Person_92048,58,25190,Finance,0,3.49
92049,Person_92049,41,70037,Sales,15,4.57
92050,Person_92050,57,68694,HR,29,4.58
92051,Person_92051,49,113913,Finance,1,4.59
92052,Person_92052,68,117750,Marketing,16,3.08
92053,Person_92053,50,78803,Finance,0,2.87
92054,Person_92054,45,91195,Sales,12,2.28
92055,Person_92055,34,140343,Sales,35,1.59
92056,Person_92056,43,50975,Finance,33,2.38
92057,Person_92057,35,83200,Sales,0,1.55
92058,Person_92058,73,44572,HR,2,4.33
92059,Person_92059,75,78828,Marketing,10,3.91
92060,Person_92060,32,127696,IT,26,3.81
92061,Person_92061,55,36865,IT,39,4.29
92062,Person_92062,39,148716,IT,19,1.44
92063,Person_92063,66,146046,Sales,16,1.37
92064,Person_92064,35,30615,IT,39,4.53
92065,Person_92065,38,33148,Marketing,15,3.26
92066,Person_92066,36,24062,Sales,26,3.57
92067,Person_92067,19,149967,IT,21,4.86
92068,Person_92068,47,27582,IT,31,3.88
92069,Person_92069,42,51639,Marketing,39,1.89
92070,Person_92070,43,107917,Finance,15,2.71
92071,Person_92071,56,30205,Marketing,37,4.31
92072,Person_92072,34,100582,Sales,39,1.76
92073,Person_92073,64,99635,IT,32,4.99
92074,Person_92074,33,40993,Sales,25,2.64
92075,Person_92075,44,66539,IT,36,3.8
92076,Person_92076,66,29785,Finance,26,3.58
92077,Person_92077,20,82773,HR,0,3.44
92078,Person_92078,59,133144,HR,24,4.1
92079,Person_92079,55,105972,Marketing,33,1.03
92080,Person_92080,46,24350,Sales,17,2.1
92081,Person_92081,19,102470,Sales,22,1.76
92082,Person_92082,60,138290,Sales,1,2.2
92083,Person_92083,57,115301,Sales,24,4.54
92084,Person_92084,31,106344,Sales,34,4.59
92085,Person_92085,29,135827,Finance,14,2.08
92086,Person_92086,69,124579,Sales,39,3.84
92087,Person_92087,41,22323,Finance,19,4.02
92088,Person_92088,45,119458,Marketing,38,4.42
92089,Person_92089,56,40040,IT,28,2.01
92090,Person_92090,35,57466,IT,2,4.14
92091,Person_92091,42,120413,HR,1,4.6
92092,Person_92092,54,24804,Finance,14,2.03
92093,Person_92093,23,131043,Sales,12,2.56
92094,Person_92094,62,22194,Finance,18,1.46
92095,Person_92095,47,81028,Finance,17,3.84
92096,Person_92096,48,53551,IT,20,4.82
92097,Person_92097,51,36372,Finance,5,3.15
92098,Person_92098,36,52661,Sales,28,4.86
92099,Person_92099,75,130799,Finance,10,3.33
92100,Person_92100,45,21172,Sales,35,3.48
92101,Person_92101,25,115671,HR,20,3.35
92102,Person_92102,28,35803,Finance,31,3.73
92103,Person_92103,70,28993,Sales,22,3.05
92104,Person_92104,33,37604,Finance,38,3.28
92105,Person_92105,43,85999,IT,18,2.29
92106,Person_92106,18,102497,IT,29,2.5
92107,Person_92107,74,149804,IT,11,4.95
92108,Person_92108,48,28671,HR,12,3.49
92109,Person_92109,78,117138,Sales,27,1.07
92110,Person_92110,44,40045,Sales,0,3.34
92111,Person_92111,65,79540,IT,15,2.46
92112,Person_92112,61,36827,Finance,20,3.71
92113,Person_92113,66,109283,Marketing,21,1.54
92114,Person_92114,26,65161,Finance,39,2.94
92115,Person_92115,43,50153,HR,26,1.44
92116,Person_92116,23,104397,Finance,11,4.64
92117,Person_92117,24,81711,IT,14,4.13
92118,Person_92118,30,92886,Marketing,39,3.17
92119,Person_92119,66,28184,IT,2,4.98
92120,Person_92120,27,31402,HR,10,3.54
92121,Person_92121,60,71197,IT,11,1.67
92122,Person_92122,63,145984,HR,26,3.51
92123,Person_92123,66,109173,Marketing,6,3.96
92124,Person_92124,48,66196,IT,38,4.2
92125,Person_92125,65,124369,HR,27,1.12
92126,Person_92126,54,98515,Finance,9,2.89
92127,Person_92127,35,69226,IT,30,3.52
92128,Person_92128,28,116987,Marketing,12,2.52
92129,Person_92129,27,35421,HR,5,2.21
92130,Person_92130,45,46593,Sales,27,3.22
92131,Person_92131,38,130248,Marketing,8,3.09
92132,Person_92132,70,127274,IT,12,2.56
92133,Person_92133,71,88729,Sales,31,4.12
92134,Person_92134,42,24102,HR,8,4.72
92135,Person_92135,23,41838,Finance,29,4.64
92136,Person_92136,59,79091,IT,11,2.56
92137,Person_92137,28,39343,HR,27,1.54
92138,Person_92138,50,28988,Finance,14,1.15
92139,Person_92139,22,22308,Finance,14,4.91
92140,Person_92140,51,129268,Sales,21,3.77
92141,Person_92141,49,42847,Marketing,11,3.24
92142,Person_92142,60,72622,Marketing,2,2.24
92143,Person_92143,63,108453,Finance,12,3.32
92144,Person_92144,41,59728,Marketing,8,2.22
92145,Person_92145,30,88822,Marketing,31,1.12
92146,Person_92146,72,66443,Marketing,10,1.8
92147,Person_92147,60,24530,HR,20,2.83
92148,Person_92148,23,93513,IT,24,3.82
92149,Person_92149,51,42526,HR,14,3.11
92150,Person_92150,68,144407,IT,4,1.21
92151,Person_92151,42,45196,Sales,28,2.57
92152,Person_92152,58,88956,Finance,7,1.26
92153,Person_92153,40,135520,IT,22,2.87
92154,Person_92154,67,40228,Finance,7,2.44
92155,Person_92155,63,28648,Sales,33,2.1
92156,Person_92156,30,116462,HR,37,3.93
92157,Person_92157,45,84112,Sales,1,2.15
92158,Person_92158,61,111104,Sales,27,1.09
92159,Person_92159,61,117303,Sales,25,4.99
92160,Person_92160,30,50500,IT,38,1.1
92161,Person_92161,24,52052,Sales,39,2.43
92162,Person_92162,65,120357,IT,30,4.77
92163,Person_92163,34,134598,IT,0,3.77
92164,Person_92164,26,115434,Finance,7,4.38
92165,Person_92165,31,87160,IT,7,3.33
92166,Person_92166,47,114397,Finance,9,3.47
92167,Person_92167,58,31985,Marketing,5,1.48
92168,Person_92168,55,49909,HR,9,2.55
92169,Person_92169,75,143963,IT,28,2.41
92170,Person_92170,47,63816,IT,9,2.09
92171,Person_92171,50,47597,Sales,12,3.98
92172,Person_92172,73,77865,IT,8,2.68
92173,Person_92173,71,114800,Marketing,28,4.12
92174,Person_92174,74,26236,Finance,36,2.55
92175,Person_92175,42,36709,Marketing,34,4.77
92176,Person_92176,48,34982,Sales,19,2.27
92177,Person_92177,40,42788,IT,29,3.88
92178,Person_92178,69,133690,Sales,18,2.83
92179,Person_92179,44,64194,IT,4,2.7
92180,Person_92180,50,95702,Marketing,25,3.81
92181,Person_92181,68,130864,IT,11,4.63
92182,Person_92182,71,39974,HR,20,1.25
92183,Person_92183,64,90332,HR,7,3.75
92184,Person_92184,66,117088,Sales,28,4.3
92185,Person_92185,37,120622,HR,24,4.02
92186,Person_92186,73,139269,IT,5,3.03
92187,Person_92187,45,87769,HR,18,4.91
92188,Person_92188,25,60752,Marketing,13,3.0
92189,Person_92189,39,37910,Marketing,18,2.4
92190,Person_92190,79,102378,Marketing,31,2.41
92191,Person_92191,71,83539,Marketing,26,4.97
92192,Person_92192,52,44874,Sales,8,2.85
92193,Person_92193,72,40276,HR,34,2.72
92194,Person_92194,48,51344,Finance,0,2.09
92195,Person_92195,61,62218,Sales,12,4.5
92196,Person_92196,41,123607,Finance,16,4.97
92197,Person_92197,32,86125,Sales,35,2.99
92198,Person_92198,67,56474,Finance,39,3.39
92199,Person_92199,62,119404,Marketing,5,3.85
92200,Person_92200,48,100707,HR,3,4.6
92201,Person_92201,22,133007,IT,11,1.11
92202,Person_92202,39,104708,IT,22,3.1
92203,Person_92203,34,67885,Sales,11,2.77
92204,Person_92204,45,31468,Finance,37,1.49
92205,Person_92205,70,52656,HR,37,2.36
92206,Person_92206,20,79502,IT,34,3.52
92207,Person_92207,36,70982,HR,15,1.69
92208,Person_92208,55,106063,IT,14,4.57
92209,Person_92209,44,125605,HR,32,3.85
92210,Person_92210,34,36789,IT,4,2.98
92211,Person_92211,49,108150,Finance,18,1.25
92212,Person_92212,54,131396,IT,26,1.92
92213,Person_92213,38,119939,Marketing,36,4.83
92214,Person_92214,54,135432,IT,25,1.06
92215,Person_92215,68,57112,Marketing,16,2.68
92216,Person_92216,71,32842,Finance,22,4.77
92217,Person_92217,28,134732,Sales,25,4.17
92218,Person_92218,18,39938,Sales,3,4.6
92219,Person_92219,47,138393,HR,2,3.14
92220,Person_92220,43,95999,IT,12,4.3
92221,Person_92221,62,133600,IT,22,2.72
92222,Person_92222,66,94371,Marketing,2,2.02
92223,Person_92223,60,46094,Marketing,26,1.45
92224,Person_92224,67,125923,HR,35,4.17
92225,Person_92225,53,42496,Finance,19,4.91
92226,Person_92226,43,40970,Sales,9,1.31
92227,Person_92227,74,67672,Marketing,6,1.09
92228,Person_92228,59,63681,Finance,36,2.24
92229,Person_92229,73,83773,Sales,9,3.6
92230,Person_92230,44,46790,Sales,29,3.29
92231,Person_92231,43,144110,IT,21,4.62
92232,Person_92232,60,134527,Sales,18,1.99
92233,Person_92233,35,109689,Finance,35,3.12
92234,Person_92234,50,77766,Sales,16,3.23
92235,Person_92235,53,52071,Marketing,5,2.01
92236,Person_92236,54,144688,Finance,6,3.82
92237,Person_92237,51,106621,Sales,18,1.0
92238,Person_92238,77,24732,HR,26,2.17
92239,Person_92239,43,52354,HR,27,2.08
92240,Person_92240,39,95531,Finance,19,1.64
92241,Person_92241,41,127781,Marketing,5,3.98
92242,Person_92242,29,38844,Sales,35,3.79
92243,Person_92243,28,106925,Marketing,12,2.34
92244,Person_92244,77,23840,IT,4,2.94
92245,Person_92245,38,33274,Finance,33,2.65
92246,Person_92246,33,59334,IT,39,2.4
92247,Person_92247,53,93477,Finance,34,1.39
92248,Person_92248,24,51712,Finance,20,1.3
92249,Person_92249,78,125582,Sales,24,3.1
92250,Person_92250,70,134287,Marketing,13,3.26
92251,Person_92251,45,55243,Marketing,27,3.0
92252,Person_92252,41,133576,Marketing,9,2.74
92253,Person_92253,72,106366,IT,5,2.55
92254,Person_92254,70,99984,HR,25,3.06
92255,Person_92255,30,149764,Marketing,21,2.85
92256,Person_92256,31,147391,Sales,1,3.88
92257,Person_92257,60,47744,Finance,37,4.89
92258,Person_92258,48,73203,HR,30,2.69
92259,Person_92259,25,30244,Marketing,7,1.9
92260,Person_92260,18,51790,HR,26,3.15
92261,Person_92261,57,138527,HR,13,1.21
92262,Person_92262,68,106416,Sales,15,1.39
92263,Person_92263,34,45888,Finance,2,3.39
92264,Person_92264,58,45257,HR,4,2.96
92265,Person_92265,76,40374,IT,19,1.35
92266,Person_92266,30,24677,Marketing,15,3.76
92267,Person_92267,71,21329,Finance,20,2.18
92268,Person_92268,64,116412,Sales,25,2.27
92269,Person_92269,44,114527,HR,27,3.77
92270,Person_92270,30,58629,Finance,2,2.47
92271,Person_92271,76,59939,HR,25,2.35
92272,Person_92272,57,119192,Sales,1,4.52
92273,Person_92273,44,105989,IT,30,3.37
92274,Person_92274,49,130982,Sales,16,4.12
92275,Person_92275,79,88174,IT,39,2.89
92276,Person_92276,75,134429,Finance,32,2.44
92277,Person_92277,29,102621,IT,20,2.0
92278,Person_92278,60,108890,HR,4,3.65
92279,Person_92279,69,58036,Finance,38,1.51
92280,Person_92280,30,140567,IT,39,3.16
92281,Person_92281,33,26415,Sales,3,1.68
92282,Person_92282,51,93029,Sales,39,4.29
92283,Person_92283,23,121260,HR,25,3.36
92284,Person_92284,65,43175,Marketing,14,2.23
92285,Person_92285,35,41984,Finance,14,1.6
92286,Person_92286,34,63836,Sales,8,4.97
92287,Person_92287,64,90530,Marketing,14,4.64
92288,Person_92288,56,148622,IT,30,3.29
92289,Person_92289,31,49613,Sales,38,3.34
92290,Person_92290,24,97245,HR,21,2.64
92291,Person_92291,23,87606,HR,23,2.78
92292,Person_92292,29,58140,Finance,17,3.98
92293,Person_92293,51,83111,Sales,31,3.62
92294,Person_92294,70,23987,Finance,2,4.48
92295,Person_92295,18,123197,Marketing,21,2.91
92296,Person_92296,67,138509,Finance,1,1.3
92297,Person_92297,46,119018,IT,26,4.27
92298,Person_92298,45,49749,HR,28,4.0
92299,Person_92299,22,78259,Sales,30,2.17
92300,Person_92300,38,25377,Marketing,4,3.01
92301,Person_92301,56,141953,IT,0,1.35
92302,Person_92302,64,141488,HR,35,2.81
92303,Person_92303,70,44334,Marketing,39,3.67
92304,Person_92304,76,23520,Sales,6,3.86
92305,Person_92305,55,61966,HR,14,3.77
92306,Person_92306,51,121572,Sales,3,2.05
92307,Person_92307,38,20865,Marketing,18,1.11
92308,Person_92308,41,137956,IT,8,1.3
92309,Person_92309,66,146055,Marketing,23,4.4
92310,Person_92310,76,61068,Marketing,16,4.34
92311,Person_92311,30,88039,HR,28,1.2
92312,Person_92312,62,147811,Sales,11,3.89
92313,Person_92313,63,127818,IT,16,3.61
92314,Person_92314,75,27051,Sales,4,2.71
92315,Person_92315,40,103939,Marketing,30,2.49
92316,Person_92316,49,138251,IT,18,3.03
92317,Person_92317,25,117885,Marketing,14,3.02
92318,Person_92318,64,57586,IT,1,4.29
92319,Person_92319,28,127797,IT,25,2.87
92320,Person_92320,30,118039,Finance,6,3.45
92321,Person_92321,70,123131,HR,2,2.6
92322,Person_92322,37,103293,Sales,10,3.17
92323,Person_92323,18,20965,HR,33,2.36
92324,Person_92324,74,104200,Marketing,30,2.95
92325,Person_92325,19,112540,IT,26,1.94
92326,Person_92326,28,75699,IT,22,2.52
92327,Person_92327,63,101265,IT,38,3.6
92328,Person_92328,47,68014,Sales,30,2.08
92329,Person_92329,22,65682,Marketing,31,4.85
92330,Person_92330,24,31044,Finance,12,4.37
92331,Person_92331,41,104635,Sales,7,2.08
92332,Person_92332,48,97578,IT,35,4.06
92333,Person_92333,65,90981,Finance,7,3.46
92334,Person_92334,47,83743,HR,22,3.4
92335,Person_92335,60,49210,Marketing,15,2.33
92336,Person_92336,75,50505,IT,5,2.45
92337,Person_92337,32,145258,HR,34,1.73
92338,Person_92338,53,38940,IT,3,1.31
92339,Person_92339,27,51570,Sales,7,2.53
92340,Person_92340,18,119275,Sales,24,4.03
92341,Person_92341,24,43504,Sales,29,2.63
92342,Person_92342,61,91431,Marketing,12,3.94
92343,Person_92343,78,62042,Marketing,28,3.9
92344,Person_92344,43,108692,Finance,38,4.98
92345,Person_92345,60,95707,Sales,13,1.15
92346,Person_92346,60,35326,Finance,1,3.97
92347,Person_92347,74,47453,IT,25,1.24
92348,Person_92348,66,64050,Finance,12,2.78
92349,Person_92349,47,37194,Sales,32,2.65
92350,Person_92350,18,24027,Marketing,24,4.64
92351,Person_92351,32,99282,IT,5,4.41
92352,Person_92352,72,138867,Finance,19,4.87
92353,Person_92353,74,48479,Finance,1,2.76
92354,Person_92354,70,76897,Marketing,11,4.15
92355,Person_92355,37,88421,Marketing,17,2.17
92356,Person_92356,39,110344,Marketing,18,2.03
92357,Person_92357,42,63482,Marketing,30,4.65
92358,Person_92358,67,46927,Marketing,23,3.84
92359,Person_92359,70,129457,HR,8,4.77
92360,Person_92360,53,25139,HR,21,4.45
92361,Person_92361,78,110568,Marketing,25,3.52
92362,Person_92362,68,29666,Sales,36,3.47
92363,Person_92363,54,35399,Finance,0,2.16
92364,Person_92364,63,60805,HR,21,2.8
92365,Person_92365,72,78897,HR,22,3.99
92366,Person_92366,62,43435,IT,20,1.79
92367,Person_92367,44,138391,HR,21,1.25
92368,Person_92368,36,46607,Finance,34,1.37
92369,Person_92369,36,105842,Marketing,5,1.9
92370,Person_92370,33,63673,IT,30,1.35
92371,Person_92371,79,102272,Sales,34,1.45
92372,Person_92372,71,38720,Marketing,10,1.32
92373,Person_92373,38,72869,IT,4,2.82
92374,Person_92374,68,117141,HR,13,4.56
92375,Person_92375,50,31705,Sales,17,3.83
92376,Person_92376,59,22232,Sales,24,3.11
92377,Person_92377,48,92319,IT,1,4.55
92378,Person_92378,51,123048,Sales,17,1.15
92379,Person_92379,32,136105,Finance,7,1.67
92380,Person_92380,68,58315,Finance,36,4.03
92381,Person_92381,53,50388,Finance,35,3.44
